metric,step_0,step_1,step_2,step_3,step_4,step_5,step_6,step_7
manhattan,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,,,
jaccard,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,get_2grams,,
cosine,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,get_2grams,,
euclidean,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,get_2grams,,
manhattan,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,get_2grams,,
jaccard,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,get_3grams,,
cosine,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,get_3grams,,
euclidean,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,get_3grams,,
manhattan,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,get_3grams,,
jaccard,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,get_4grams,,
cosine,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,get_4grams,,
euclidean,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,get_4grams,,
manhattan,sentence_to_doc,get_tokens,get_stopwords,remove_stopwords,get_synsets,get_4grams,,
jaccard,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,,,
cosine,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,,,
euclidean,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,,,
manhattan,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,,,
jaccard,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_2grams,,
cosine,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_2grams,,
euclidean,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_2grams,,
manhattan,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_2grams,,
jaccard,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_3grams,,
cosine,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_3grams,,
euclidean,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_3grams,,
manhattan,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_3grams,,
jaccard,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_4grams,,
cosine,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_4grams,,
euclidean,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_4grams,,
manhattan,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_4grams,,
jaccard,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,,,
cosine,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,,,
euclidean,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,,,
manhattan,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,,,
jaccard,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_2grams,,
cosine,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_2grams,,
euclidean,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_2grams,,
manhattan,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_2grams,,
jaccard,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_3grams,,
cosine,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_3grams,,
euclidean,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_3grams,,
manhattan,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_3grams,,
jaccard,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_4grams,,
cosine,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_4grams,,
euclidean,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_4grams,,
manhattan,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_4grams,,
jaccard,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,,,
cosine,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,,,
euclidean,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,,,
manhattan,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,,,
jaccard,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_2grams,,
cosine,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_2grams,,
euclidean,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_2grams,,
manhattan,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_2grams,,
jaccard,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_3grams,,
cosine,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_3grams,,
euclidean,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_3grams,,
manhattan,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_3grams,,
jaccard,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_4grams,,
cosine,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_4grams,,
euclidean,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_4grams,,
manhattan,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_4grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_2grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_2grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_2grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_2grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_3grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_3grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_3grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_3grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_4grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_4grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_4grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_4grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_2grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_2grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_2grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_2grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_3grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_3grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_3grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_3grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_4grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_4grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_4grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_4grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_2grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_2grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_2grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_2grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_3grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_3grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_3grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_3grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_4grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_4grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_4grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_4grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_2grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_2grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_2grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_2grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_3grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_3grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_3grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_3grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_4grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_4grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_4grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_4grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_2grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_2grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_2grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_2grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_3grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_3grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_3grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_3grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_4grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_4grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_4grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_4grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,get_2grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,get_2grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,get_2grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,get_2grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,get_3grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,get_3grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,get_3grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,get_3grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,get_4grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,get_4grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,get_4grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,remove_non_alnum,get_4grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,get_2grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,get_2grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,get_2grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,get_2grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,get_3grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,get_3grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,get_3grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,get_3grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,get_4grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,get_4grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,get_4grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_pos_tags,get_4grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,get_2grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,get_2grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,get_2grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,get_2grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,get_3grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,get_3grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,get_3grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,get_3grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,get_4grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,get_4grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,get_4grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,lemmatize_tokens,get_4grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,get_2grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,get_2grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,get_2grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,get_2grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,get_3grams,,
cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,get_3grams,,
euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,get_3grams,,
manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,get_3grams,,
jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_stopwords,get_token_text,get_4grams,,
